0.00      0.00
0.02    0.00
0,04	0,0006
0,06	0,0012
0,08	0,0018
0,1	0,0024
0,12	0,003
0,14	0,0036
0,16	0,0042
0,18	0,0048
0,2	0,0054
0,22	0,006
0,24	0,0066
0,26	0,0072
0,28	0,0078
0,3	0,0084
0,32	0,009
0,34	0,0096
0,36	0,0102
0,38	0,0108
0,4	0,0114
0,42	0,012
0,44	0,0126
0,46	0,0132
0,48	0,0138
0,5	0,0144
0,52	0,015
0,54	0,0156
0,56	0,0162
0,58	0,0168
0,6	0,0174
0,62	0,018
0,64	0,0186
0,66	0,0192
0,68	0,0198
0,7	0,0204
0,72	0,021
0,74	0,0216
0,76	0,0222
0,78	0,0228
0,8	0,0234
0,82	0,024
0,84	0,0246
0,86	0,0252
0,88	0,0258
0,9	0,0264
0,92	0,027
0,94	0,0276
0,96	0,0282
0,98	0,0288
1	0,0294
1,02	0,03
1,04	0,0306
1,06	0,0312
1,08	0,0318
1,1	0,0324
1,12	0,033
1,14	0,0336
1,16	0,0342
1,18	0,0348
1,2	0,0354
1,22	0,036
1,24	0,0366
1,26	0,0372
1,28	0,0378
1,3	0,0384
1,32	0,039
1,34	0,0396
1,36	0,0402
1,38	0,0408
1,4	0,0414
1,42	0,042
1,44	0,0426
1,46	0,0432
1,48	0,0438
1,5	0,0444
1,52	0,045
1,54	0,0456
1,56	0,0462
1,58	0,0468
1,6	0,0474
1,62	0,048
1,64	0,0486
1,66	0,0492
1,68	0,0498
1,7	0,0504
1,72	0,051
1,74	0,0516
1,76	0,0522
1,78	0,0528
1,8	0,0534
1,82	0,054
1,84	0,0546
1,86	0,0552
1,88	0,0558
1,9	0,0564
1,92	0,057
1,94	0,0576
1,96	0,0582
1,98	0,0588
2	0,0594
2,02	0,06
2,04	0,0606
2,06	0,0612
2,08	0,0618
2,1	0,0624
2,12	0,063
2,14	0,0636
2,16	0,0642
2,18	0,0648
2,2	0,0654
2,22	0,066
2,24	0,0666
2,26	0,0672
2,28	0,0678
2,3	0,0684
2,32	0,069
2,34	0,0696
2,36	0,0702
2,38	0,0708
2,4	0,0714
2,42	0,072
2,44	0,0726
2,46	0,0732
2,48	0,0738
2,5	0,0744
2,52	0,075
2,54	0,0756
2,56	0,0762
2,58	0,0768
2,6	0,0774
2,62	0,078
2,64	0,0786
2,66	0,0792
2,68	0,0798
2,7	0,0804
2,72	0,081
2,74	0,0816
2,76	0,0822
2,78	0,0828
2,8	0,0834
2,82	0,084
2,84	0,0846
2,86	0,0852
2,88	0,0858
2,9	0,0864
2,92	0,087
2,94	0,0876
2,96	0,0882
2,98	0,0888
3	0,0894
3,02	0,09
3,04	0,0906
3,06	0,0912
3,08	0,0918
3,1	0,0924
3,12	0,093
3,14	0,0936
3,16	0,0942
3,18	0,0948
3,2	0,0954
3,22	0,096
3,24	0,0966
3,26	0,0972
3,28	0,0978
3,3	0,0984
3,32	0,099
3,34	0,0996
3,36	0,1002
3,38	0,1008
3,4	0,1014
3,42	0,102
3,44	0,1026
3,46	0,1032
3,48	0,1038
3,5	0,1044
3,52	0,105
3,54	0,1056
3,56	0,1062
3,58	0,1068
3,6	0,1074
3,62	0,108
3,64	0,1086
3,66	0,1092
3,68	0,1098
3,7	0,1104
3,72	0,111
3,74	0,1116
3,76	0,1122
3,78	0,1128
3,8	0,1134
3,82	0,114
3,84	0,1146
3,86	0,1152
3,88	0,1158
3,9	0,1164
3,92	0,117
3,94	0,1176
3,96	0,1182
3,98	0,1188
4	0,1194
4,02	0,12
4,04	0,1206
4,06	0,1212
4,08	0,1218
4,1	0,1224
4,12	0,123
4,14	0,1236
4,16	0,1242
4,18	0,1248
4,2	0,1254
4,22	0,126
4,24	0,1266
4,26	0,1272
4,28	0,1278
4,3	0,1284
4,32	0,129
4,34	0,1296
4,36	0,1302
4,38	0,1308
4,4	0,1314
4,42	0,132
4,44	0,1326
4,46	0,1332
4,48	0,1338
4,5	0,1344
4,52	0,135
4,54	0,1356
4,56	0,1362
4,58	0,1368
4,6	0,1374
4,62	0,138
4,64	0,1386
4,66	0,1392
4,68	0,1398
4,7	0,1404
4,72	0,141
4,74	0,1416
4,76	0,1422
4,78	0,1428
4,8	0,1434
4,82	0,144
4,84	0,1446
4,86	0,1452
4,88	0,1458
4,9	0,1464
4,92	0,147
4,94	0,1476
4,96	0,1482
4,98	0,1488
5	0,1494
5,02	0,15
5,04	0,1506
5,06	0,1512
5,08	0,1518
5,1	0,1524
5,12	0,153
5,14	0,1536
5,16	0,1542
5,18	0,1548
5,2	0,1554
5,22	0,156
5,24	0,1566
5,26	0,1572
5,28	0,1578
5,3	0,1584
5,32	0,159
5,34	0,1596
5,36	0,1602
5,38	0,1608
5,4	0,1614
5,42	0,162
5,44	0,1626
5,46	0,1632
5,48	0,1638
5,5	0,1644
5,52	0,165
5,54	0,1656
5,56	0,1662
5,58	0,1668
5,6	0,1674
5,62	0,168
5,64	0,1686
5,66	0,1692
5,68	0,1698
5,7	0,1704
5,72	0,171
5,74	0,1716
5,76	0,1722
5,78	0,1728
5,8	0,1734
5,82	0,174
5,84	0,1746
5,86	0,1752
5,88	0,1758
5,9	0,1764
5,92	0,177
5,94	0,1776
5,96	0,1782
5,98	0,1788
6	0,1794
6,02	0,18
6,04	0,1806
6,06	0,1812
6,08	0,1818
6,1	0,1824
6,12	0,183
6,14	0,1836
6,16	0,1842
6,18	0,1848
6,2	0,1854
6,22	0,186
6,24	0,1866
6,26	0,1872
6,28	0,1878
6,3	0,1884
6,32	0,189
6,34	0,1896
6,36	0,1902
6,38	0,1908
6,4	0,1914
6,42	0,192
6,44	0,1926
6,46	0,1932
6,48	0,1938
6,5	0,1944
6,52	0,195
6,54	0,1956
6,56	0,1962
6,58	0,1968
6,6	0,1974
6,62	0,198
6,64	0,1986
6,66	0,1992
6,68	0,1998
6,7	0,2004
6,72	0,201
6,74	0,2016
6,76	0,2022
6,78	0,2028
6,8	0,2034
6,82	0,204
6,84	0,2046
6,86	0,2052
6,88	0,2058
6,9	0,2064
6,92	0,207
6,94	0,2076
6,96	0,2082
6,98	0,2088
7	0,2094
7,02	0,21
7,04	0,2106
7,06	0,2112
7,08	0,2118
7,1	0,2124
7,12	0,213
7,14	0,2136
7,16	0,2142
7,18	0,2148
7,2	0,2154
7,22	0,216
7,24	0,2166
7,26	0,2172
7,28	0,2178
7,3	0,2184
7,32	0,219
7,34	0,2196
7,36	0,2202
7,38	0,2208
7,4	0,2214
7,42	0,222
7,44	0,2226
7,46	0,2232
7,48	0,2238
7,5	0,2244
7,52	0,225
7,54	0,2256
7,56	0,2262
7,58	0,2268
7,6	0,2274
7,62	0,228
7,64	0,2286
7,66	0,2292
7,68	0,2298
7,7	0,2304
7,72	0,231
7,74	0,2316
7,76	0,2322
7,78	0,2328
7,8	0,2334
7,82	0,234
7,84	0,2346
7,86	0,2352
7,88	0,2358
7,9	0,2364
7,92	0,237
7,94	0,2376
7,96	0,2382
7,98	0,2388
8	0,2394
8,02	0,24
8,04	0,2406
8,06	0,2412
8,08	0,2418
8,1	0,2424
8,12	0,243
8,14	0,2436
8,16	0,2442
8,18	0,2448
8,2	0,2454
8,22	0,246
8,24	0,2466
8,26	0,2472
8,28	0,2478
8,3	0,2484
8,32	0,249
8,34	0,2496
8,36	0,2502
8,38	0,2508
8,4	0,2514
8,42	0,252
8,44	0,2526
8,46	0,2532
8,48	0,2538
8,5	0,2544
8,52	0,255
8,54	0,2556
8,56	0,2562
8,58	0,2568
8,6	0,2574
8,62	0,258
8,64	0,2586
8,66	0,2592
8,68	0,2598
8,7	0,2604
8,72	0,261
8,74	0,2616
8,76	0,2622
8,78	0,2628
