0.00       0.00
0,02	0,8996
0,04	0,8988
0,06	0,898
0,08	0,8972
0,1	0,8964
0,12	0,8956
0,14	0,8948
0,16	0,894
0,18	0,8932
0,2	0,8924
0,22	0,8916
0,24	0,8908
0,26	0,89
0,28	0,8892
0,3	0,8884
0,32	0,8876
0,34	0,8868
0,36	0,886
0,38	0,8852
0,4	0,8844
0,42	0,8836
0,44	0,8828
0,46	0,882
0,48	0,8812
0,5	0,8804
0,52	0,8796
0,54	0,8788
0,56	0,878
0,58	0,8772
0,6	0,8764
0,62	0,8756
0,64	0,8748
0,66	0,874
0,68	0,8732
0,7	0,8724
0,72	0,8716
0,74	0,8708
0,76	0,87
0,78	0,8692
0,8	0,8684
0,82	0,8676
0,84	0,8668
0,86	0,866
0,88	0,8652
0,9	0,8644
0,92	0,8636
0,94	0,8628
0,96	0,862
0,98	0,8612
1	0,8604
1,02	0,8596
1,04	0,8588
1,06	0,858
1,08	0,8572
1,1	0,8564
1,12	0,8556
1,14	0,8548
1,16	0,854
1,18	0,8532
1,2	0,8524
1,22	0,8516
1,24	0,8508
1,26	0,85
1,28	0,8492
1,3	0,8484
1,32	0,8476
1,34	0,8468
1,36	0,846
1,38	0,8452
1,4	0,8444
1,42	0,8436
1,44	0,8428
1,46	0,842
1,48	0,8412
1,5	0,8404
1,52	0,8396
1,54	0,8388
1,56	0,838
1,58	0,8372
1,6	0,8364
1,62	0,8356
1,64	0,8348
1,66	0,834
1,68	0,8332
1,7	0,8324
1,72	0,8316
1,74	0,8308
1,76	0,83
1,78	0,8292
1,8	0,8284
1,82	0,8276
1,84	0,8268
1,86	0,826
1,88	0,8252
1,9	0,8244
1,92	0,8236
1,94	0,8228
1,96	0,822
1,98	0,8212
2	0,8204
2,02	0,8196
2,04	0,8188
2,06	0,818
2,08	0,8172
2,1	0,8164
2,12	0,8156
2,14	0,8148
2,16	0,814
2,18	0,8132
2,2	0,8124
2,22	0,8116
2,24	0,8108
2,26	0,81
2,28	0,8092
2,3	0,8084
2,32	0,8076
2,34	0,8068
2,36	0,806
2,38	0,8052
2,4	0,8044
2,42	0,8036
2,44	0,8028
2,46	0,802
2,48	0,8012
2,5	0,8004
2,52	0,7996
2,54	0,7988
2,56	0,798
2,58	0,7972
2,6	0,7964
2,62	0,7956
2,64	0,7948
2,66	0,794
2,68	0,7932
2,7	0,7924
2,72	0,7916
2,74	0,7908
2,76	0,79
2,78	0,7892
2,8	0,7884
2,82	0,7876
2,84	0,7868
2,86	0,786
2,88	0,7852
2,9	0,7844
2,92	0,7836
2,94	0,7828
2,96	0,782
2,98	0,7812
3	0,7804
3,02	0,7796
3,04	0,7788
3,06	0,778
3,08	0,7772
3,1	0,7764
3,12	0,7756
3,14	0,7748
3,16	0,774
3,18	0,7732
3,2	0,7724
3,22	0,7716
3,24	0,7708
3,26	0,77
3,28	0,7692
3,3	0,7684
3,32	0,7676
3,34	0,7668
3,36	0,766
3,38	0,7652
3,4	0,7644
3,42	0,7636
3,44	0,7628
3,46	0,762
3,48	0,7612
3,5	0,7604
3,52	0,7596
3,54	0,7588
3,56	0,758
3,58	0,7572
3,6	0,7564
3,62	0,7556
3,64	0,7548
3,66	0,754
3,68	0,7532
3,7	0,7524
3,72	0,7516
3,74	0,7508
3,76	0,75
3,78	0,7492
3,8	0,7484
3,82	0,7476
3,84	0,7468
3,86	0,746
3,88	0,7452
3,9	0,7444
3,92	0,7436
3,94	0,7428
3,96	0,742
3,98	0,7412
4	0,7404
4,02	0,7396
4,04	0,7388
4,06	0,738
4,08	0,7372
4,1	0,7364
4,12	0,7356
4,14	0,7348
4,16	0,734
4,18	0,7332
4,2	0,7324
4,22	0,7316
4,24	0,7308
4,26	0,73
4,28	0,7292
4,3	0,7284
4,32	0,7276
4,34	0,7268
4,36	0,726
4,38	0,7252
4,4	0,7244
4,42	0,7236
4,44	0,7228
4,46	0,722
4,48	0,7212
4,5	0,7204
4,52	0,7196
4,54	0,7188
4,56	0,718
4,58	0,7172
4,6	0,7164
4,62	0,7156
4,64	0,7148
4,66	0,714
4,68	0,7132
4,7	0,7124
4,72	0,7116
4,74	0,7108
4,76	0,71
4,78	0,7092
4,8	0,7084
4,82	0,7076
4,84	0,7068
4,86	0,706
4,88	0,7052
4,9	0,7044
4,92	0,7036
4,94	0,7028
4,96	0,702
4,98	0,7012
5	0,7004
5,02	0,6996
5,04	0,6988
5,06	0,698
5,08	0,6972
5,1	0,6964
5,12	0,6956
5,14	0,6948
5,16	0,694
5,18	0,6932
5,2	0,6924
5,22	0,6916
5,24	0,6908
5,26	0,69
5,28	0,6892
5,3	0,6884
5,32	0,6876
5,34	0,6868
5,36	0,686
5,38	0,6852
5,4	0,6844
5,42	0,6836
5,44	0,6828
5,46	0,682
5,48	0,6812
5,5	0,6804
5,52	0,6796
5,54	0,6788
5,56	0,678
5,58	0,6772
5,6	0,6764
5,62	0,6756
5,64	0,6748
5,66	0,674
5,68	0,6732
5,7	0,6724
5,72	0,6716
5,74	0,6708
5,76	0,67
5,78	0,6692
5,8	0,6684
5,82	0,6676
5,84	0,6668
5,86	0,666
5,88	0,6652
5,9	0,6644
5,92	0,6636
5,94	0,6628
5,96	0,662
5,98	0,6612
6	0,6604
6,02	0,6596
6,04	0,6588
6,06	0,658
6,08	0,6572
6,1	0,6564
6,12	0,6556
6,14	0,6548
6,16	0,654
6,18	0,6532
6,2	0,6524
6,22	0,6516
6,24	0,6508
6,26	0,65
6,28	0,6492
6,3	0,6484
6,32	0,6476
6,34	0,6468
6,36	0,646
6,38	0,6452
6,4	0,6444
6,42	0,6436
6,44	0,6428
6,46	0,642
6,48	0,6412
6,5	0,6404
6,52	0,6396
6,54	0,6388
6,56	0,638
6,58	0,6372
6,6	0,6364
6,62	0,6356
6,64	0,6348
6,66	0,634
6,68	0,6332
6,7	0,6324
6,72	0,6316
6,74	0,6308
6,76	0,63
6,78	0,6292
6,8	0,6284
6,82	0,6276
6,84	0,6268
6,86	0,626
6,88	0,6252
6,9	0,6244
6,92	0,6236
6,94	0,6228
6,96	0,622
6,98	0,6212
7	0,6204
7,02	0,6196
7,04	0,6188
7,06	0,618
7,08	0,6172
7,1	0,6164
7,12	0,6156
7,14	0,6148
7,16	0,614
7,18	0,6132
7,2	0,6124
7,22	0,6116
7,24	0,6108
7,26	0,61
7,28	0,6092
7,3	0,6084
7,32	0,6076
7,34	0,6068
7,36	0,606
7,38	0,6052
7,4	0,6044
7,42	0,6036
7,44	0,6028
7,46	0,602
7,48	0,6012
7,5	0,6004
7,52	0,5996
7,54	0,5988
7,56	0,598
7,58	0,5972
7,6	0,5964
7,62	0,5956
7,64	0,5948
7,66	0,594
7,68	0,5932
7,7	0,5924
7,72	0,5916
7,74	0,5908
7,76	0,59
7,78	0,5892
7,8	0,5884
7,82	0,5876
7,84	0,5868
7,86	0,586
7,88	0,5852
7,9	0,5844
7,92	0,5836
7,94	0,5828
7,96	0,582
7,98	0,5812
8	0,5804
8,02	0,5796
8,04	0,5788
8,06	0,578
8,08	0,5772
8,1	0,5764
8,12	0,5756
8,14	0,5748
8,16	0,574
8,18	0,5732
8,2	0,5724
8,22	0,5716
8,24	0,5708
8,26	0,57
8,28	0,5692
8,3	0,5684
8,32	0,5676
8,34	0,5668
8,36	0,566
8,38	0,5652
8,4	0,5644
8,42	0,5636
8,44	0,5628
8,46	0,562
8,48	0,5612
8,5	0,5604
8,52	0,5596
8,54	0,5588
8,56	0,558
8,58	0,5572
8,6	0,5564
8,62	0,5556
8,64	0,5548
8,66	0,554
8,68	0,5532
8,7	0,5524
8,72	0,5516
8,74	0,5508
8,76	0,55
8,78	0,5492
8,8	0,5484
8,82	0,5476
